_id,timestamp,message.R[0][0],message.R[0][1],message.R[0][2],message.R[1][0],message.R[1][1],message.R[1][2],message.R[2][0],message.R[2][1],message.R[2][2],message.hostname,message.id,message.pose.H[0][0],message.pose.H[0][1],message.pose.H[0][2],message.pose.H[0][3],message.pose.H[1][0],message.pose.H[1][1],message.pose.H[1][2],message.pose.H[1][3],message.pose.H[2][0],message.pose.H[2][1],message.pose.H[2][2],message.pose.H[2][3],message.pose.H[3][0],message.pose.H[3][1],message.pose.H[3][2],message.pose.H[3][3],message.pose.attitude[0],message.pose.attitude[1],message.pose.attitude[2],message.pose.attitude_deg[0],message.pose.attitude_deg[1],message.pose.attitude_deg[2],message.pose.position[0],message.pose.position[1],message.pose.position[2],message.time,message.timecode,message.timestamp
6931bc1d00312bd2b803cde4,2025-12-04T16:51:41.224Z,0.1216340893698172,-0.9925057558447702,0.011724884569854398,0.9922191417626253,0.12126570785878739,-0.028209977265947556,0.0265767383817773,0.015064949801053579,0.9995332532059543,Jakku,LHR-14BB18ED,0.1216340893698172,-0.9925057558447702,0.011724884569854398,2.9558770911858057,0.9922191417626253,0.12126570785878739,-0.028209977265947556,-2.4895433230255706,0.0265767383817773,0.015064949801053579,0.9995332532059543,-0.7925087287806897,0,0,0,1,0.015070843482688959,-0.026579868003647797,1.4488169955899997,0.8634957252603204,-1.5229142566238356,83.01109913413099,2.9558770911858057,-2.4895433230255706,-0.7925087287806897,2025-12-04T17:51:40.944689,64300.936,2025-12-04T16:51:40.945Z
6931bc1d00312bd2b803cdea,2025-12-04T16:51:41.400Z,0.12167454618012721,-0.9925021240109733,0.011612004373338416,0.9922123347316688,0.1213083134402674,-0.028266161688626758,0.02664559284740914,0.014960846365902242,0.99953298367679,Jakku,LHR-14BB18ED,0.12167454618012721,-0.9925021240109733,0.011612004373338416,2.9558195455317406,0.9922123347316688,0.1213083134402674,-0.028266161688626758,-2.4896099292048204,0.02664559284740914,0.014960846365902242,0.99953298367679,-0.7924343288810484,0,0,0,1,0.014966718961403613,-0.0266487468620367,1.4487759965676963,0.8575298296468499,-1.5268607245071992,83.00875006318884,2.9558195455317406,-2.4896099292048204,-0.7924343288810484,2025-12-04T17:51:40.984793,64300.978,2025-12-04T16:51:40.985Z
6931bc1d00312bd2b803cdf0,2025-12-04T16:51:41.402Z,0.1216474624359697,-0.9925042978246329,0.011709555180332846,0.9922162294083405,0.1212787893708876,-0.028256138225630063,0.02662421795252247,0.015055698202466597,0.9995321290334058,Jakku,LHR-14BB18ED,0.1216474624359697,-0.9925042978246329,0.011709555180332846,2.955862155360798,0.9922162294083405,0.1212787893708876,-0.028256138225630063,-2.4895268689622876,0.02662421795252247,0.015055698202466597,0.9995321290334058,-0.7924777167523187,0,0,0,1,0.015061606601971329,-0.026627364381243624,1.448803362689768,0.8629664909793343,-1.5256355986022363,83.0103180264852,2.955862155360798,-2.4895268689622876,-0.7924777167523187,2025-12-04T17:51:41.025067,64301.021,2025-12-04T16:51:41.025Z
6931bc1d00312bd2b803cdf6,2025-12-04T16:51:41.403Z,0.12163649563331486,-0.9925063660549687,0.011648015728305008,0.9922178745654409,0.1212697493783212,-0.028237161304867815,0.026613010406276283,0.014992038756600365,0.9995333843604406,Jakku,LHR-14BB18ED,0.12163649563331486,-0.9925063660549687,0.011648015728305008,2.9559135805298853,0.9922178745654409,0.1212697493783212,-0.028237161304867815,-2.4895377503171887,0.026613010406276283,0.014992038756600365,0.9995333843604406,-0.7924722753541608,0,0,0,1,0.014997912910436869,-0.0266161528623292,1.4488144521159538,0.8593171112728016,-1.5249932258865089,83.01095340380286,2.9559135805298853,-2.4895377503171887,-0.7924722753541608,2025-12-04T17:51:41.065903,64301.063,2025-12-04T16:51:41.066Z
6931bc1d00312bd2b803cdfc,2025-12-04T16:51:41.405Z,0.12167328052080856,-0.9925027194532564,0.01157431143501725,0.992213547585136,0.12130871451045437,-0.028221831484493077,0.026606179654785605,0.014918031428817409,0.9995346735068604,Jakku,LHR-14BB18ED,0.12167328052080856,-0.9925027194532564,0.01157431143501725,2.9558339993913605,0.992213547585136,0.12130871451045437,-0.028221831484493077,-2.489492547952357,0.026606179654785605,0.014918031428817409,0.9995346735068604,-0.7924818259927446,0,0,0,1,0.014923868359863453,-0.026609319691226513,1.448777400939492,0.8550746710290018,-1.5246017140216341,83.00883052776561,2.9558339993913605,-2.489492547952357,-0.7924818259927446,2025-12-04T17:51:41.106021,64301.105,2025-12-04T16:51:41.106Z
6931bc1d00312bd2b803ce02,2025-12-04T16:51:41.406Z,0.12173480787806772,-0.9924952603332152,0.011566968790195023,0.9922060970701724,0.12137047286514993,-0.028218243270349577,0.02660258422906939,0.014911959381424493,0.9995348598121738,Jakku,LHR-14BB18ED,0.12173480787806772,-0.9924952603332152,0.011566968790195023,2.955820383130653,0.9922060970701724,0.12137047286514993,-0.028218243270349577,-2.4895247860352385,0.02660258422906939,0.014911959381424493,0.9995348598121738,-0.7924671158898988,0,0,0,1,0.014917792057881631,-0.026605722992425623,1.448715402251189,0.8547265245703966,-1.5243956383601633,83.00527826459049,2.955820383130653,-2.4895247860352385,-0.7924671158898988,2025-12-04T17:51:41.145200,64301.136,2025-12-04T16:51:41.145Z
6931bc1d00312bd2b803ce08,2025-12-04T16:51:41.409Z,0.12178558326999216,-0.9924877678743148,0.011674858776351459,0.9921981899212985,0.12141720806456566,-0.02829511446705302,0.02666502624198119,0.015029710764543958,0.9995314323070829,Jakku,LHR-14BB18ED,0.12178558326999216,-0.9924877678743148,0.011674858776351459,2.955964534802572,0.9921981899212985,0.12141720806456566,-0.02829511446705302,-2.4896153641355006,0.02666502624198119,0.015029710764543958,0.9995314323070829,-0.7926316597489336,0,0,0,1,0.015035623366072266,-0.026668187164057236,1.4486640235764636,0.8614777612242251,-1.5279745717654356,83.00233448337175,2.955964534802572,-2.4896153641355006,-0.7926316597489336,2025-12-04T17:51:41.185564,64301.178,2025-12-04T16:51:41.185Z
6931bc1d00312bd2b803ce0e,2025-12-04T16:51:41.410Z,0.12172898326845198,-0.9924944118104734,0.011700305868261634,0.9922072285810785,0.1213610950433395,-0.02821879092618431,0.026587030369771922,0.015044172787608228,0.99953329243265,Jakku,LHR-14BB18ED,0.12172898326845198,-0.9924944118104734,0.011700305868261634,2.955782936446993,0.9922072285810785,0.1213610950433395,-0.02821879092618431,-2.489718825684175,0.026587030369771922,0.015044172787608228,0.99953329243265,-0.7925348700460287,0,0,0,1,0.015050060890989621,-0.02659016362971231,1.4487213233965561,0.8623049704686047,-1.5235041525447772,83.00561752122991,2.955782936446993,-2.489718825684175,-0.7925348700460287,2025-12-04T17:51:41.225891,64301.221,2025-12-04T16:51:41.226Z
6931bc1d00312bd2b803ce14,2025-12-04T16:51:41.412Z,0.12173618743435397,-0.9924935673429847,0.0116969847287354,0.9922094354638242,0.12137014140784848,-0.028102045320528565,0.026471434519233818,0.015026894470756173,0.9995366204382202,Jakku,LHR-14BB18ED,0.12173618743435397,-0.9924935673429847,0.0116969847287354,2.9557377454734888,0.9922094354638242,0.12137014140784848,-0.028102045320528565,-2.4896316263677893,0.026471434519233818,0.015026894470756173,0.9995366204382202,-0.7925436245701782,0,0,0,1,0.01503272837227942,-0.02647452707943518,1.4487144391675204,0.8613118902981786,-1.5168786662564453,83.00522308396097,2.9557377454734888,-2.4896316263677893,-0.7925436245701782,2025-12-04T17:51:41.265856,64301.263,2025-12-04T16:51:41.266Z
6931bc1d00312bd2b803ce1a,2025-12-04T16:51:41.413Z,0.1217114038990946,-0.9924972267100091,0.011644274724159904,0.9922127229491652,0.12134700267882446,-0.02808589252039831,0.026462172600025265,0.014971970939243653,0.999537689888421,Jakku,LHR-14BB18ED,0.1217114038990946,-0.9924972267100091,0.011644274724159904,2.955687785698568,0.9922127229491652,0.12134700267882446,-0.02808589252039831,-2.489397858782542,0.026462172600025265,0.014971970939243653,0.999537689888421,-0.7926476238259464,0,0,0,1,0.014977775726793194,-0.026465261914572612,1.448739447349007,0.8581633356387391,-1.5163478114133273,83.00665594721345,2.955687785698568,-2.489397858782542,-0.7926476238259464,2025-12-04T17:51:41.306001,64301.305,2025-12-04T16:51:41.306Z
